Trajectories
100
,,LauraNausi:C07V_B,,,LauraNausi:CLAV_B,,,LauraNausi:STRN_B,,,LauraNausi:T10V_B,,,LauraNausi:RBAK_B,,,LauraNausi:RSHO_B,,,LauraNausi:RUPA_B,,,LauraNausi:RELB_B,,,LauraNausi:RWRA_B,,,LauraNausi:RWRB_B,,,LauraNausi:RFIN_B,,,LauraNausi:LSHO_B,,,LauraNausi:LUPA_B,,,LauraNausi:LELB_B,,,LauraNausi:LWRA_B,,,LauraNausi:LWRB_B,,,LauraNausi:LFIN_B,,,LauraNausi:RASI_B,,,LauraNausi:RPSI_B,,,LauraNausi:LPSI_B,,,LauraNausi:LASI_B,,,LauraNausi:RTHI_B,,,LauraNausi:RKNE_B,,,LauraNausi:RTIB_B,,,LauraNausi:RANK_B,,,LauraNausi:RHEE_B,,,LauraNausi:RTOE_B,,,LauraNausi:LTHI_B,,,LauraNausi:LKNE_B,,,LauraNausi:LTIB_B,,,LauraNausi:LANK_B,,,LauraNausi:LHEE_B,,,LauraNausi:LTOE_B,,,LauraNausi:C07V_F,,,LauraNausi:CLAV_F,,,LauraNausi:STRN_F,,,LauraNausi:T10V_F,,,LauraNausi:RBAK_F,,,LauraNausi:RSHO_F,,,LauraNausi:RUPA_F,,,LauraNausi:RELB_F,,,LauraNausi:RWRA_F,,,LauraNausi:RWRB_F,,,LauraNausi:RFIN_F,,,LauraNausi:LSHO_F,,,LauraNausi:LUPA_F,,,LauraNausi:LELB_F,,,LauraNausi:LWRA_F,,,LauraNausi:LWRB_F,,,LauraNausi:LFIN_F,,,LauraNausi:ASIS_F,,,LauraNausi:RPSI_F,,,LauraNausi:LPSI_F,,,LauraNausi:RTHI_F,,,LauraNausi:RKNE_F,,,LauraNausi:RTIB_F,,,LauraNausi:RANK_F,,,LauraNausi:RHEE_F,,,LauraNausi:RTOE_F,,,LauraNausi:LTHI_F,,,LauraNausi:LKNE_F,,,LauraNausi:LTIB_F,,,LauraNausi:LANK_F,,,LauraNausi:LHEE_F,,,LauraNausi:LTOE_F,,,LauraNausi:RTIB,,,LauraNausi:RTOE,,,LauraNausi:C07V_B,,,LauraNausi:CLAV_B,,,LauraNausi:STRN_B,,,LauraNausi:T10V_B,,,LauraNausi:RBAK_B,,,LauraNausi:RSHO_B,,,LauraNausi:RUPA_B,,,LauraNausi:RELB_B,,,LauraNausi:RWRA_B,,,LauraNausi:RWRB_B,,,LauraNausi:RFIN_B,,,LauraNausi:LSHO_B,,,LauraNausi:LUPA_B,,,LauraNausi:LELB_B,,,LauraNausi:LWRA_B,,,LauraNausi:LWRB_B,,,LauraNausi:LFIN_B,,,LauraNausi:RASI_B,,,LauraNausi:RPSI_B,,,LauraNausi:LPSI_B,,,LauraNausi:LASI_B,,,LauraNausi:RTHI_B,,,LauraNausi:RKNE_B,,,LauraNausi:RTIB_B,,,LauraNausi:RANK_B,,,LauraNausi:RHEE_B,,,LauraNausi:RTOE_B,,,LauraNausi:LTHI_B,,,LauraNausi:LKNE_B,,,LauraNausi:LTIB_B,,,LauraNausi:LANK_B,,,LauraNausi:LHEE_B,,,LauraNausi:LTOE_B,,,LauraNausi:C07V_F,,,LauraNausi:CLAV_F,,,LauraNausi:STRN_F,,,LauraNausi:T10V_F,,,LauraNausi:RBAK_F,,,LauraNausi:RSHO_F,,,LauraNausi:RUPA_F,,,LauraNausi:RELB_F,,,LauraNausi:RWRA_F,,,LauraNausi:RWRB_F,,,LauraNausi:RFIN_F,,,LauraNausi:LSHO_F,,,LauraNausi:LUPA_F,,,LauraNausi:LELB_F,,,LauraNausi:LWRA_F,,,LauraNausi:LWRB_F,,,LauraNausi:LFIN_F,,,LauraNausi:ASIS_F,,,LauraNausi:RPSI_F,,,LauraNausi:LPSI_F,,,LauraNausi:RTHI_F,,,LauraNausi:RKNE_F,,,LauraNausi:RTIB_F,,,LauraNausi:RANK_F,,,LauraNausi:RHEE_F,,,LauraNausi:RTOE_F,,,LauraNausi:LTHI_F,,,LauraNausi:LKNE_F,,,LauraNausi:LTIB_F,,,LauraNausi:LANK_F,,,LauraNausi:LHEE_F,,,LauraNausi:LTOE_F,,,LauraNausi:RTIB,,,LauraNausi:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z'
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s,mm/s
1,0,33.706993,662.036865,1503.466064,32.840256,504.382263,1423.507813,33.558270,433.984711,1233.453979,38.182243,740.722778,1318.841187,-103.279587,717.683105,1422.405151,-111.926727,614.164795,1501.296997,-235.056961,646.712952,1467.865723,-427.430786,583.755493,1457.085693,-580.238770,434.382782,1442.075073,-611.703613,508.664978,1413.923462,-713.553894,421.383270,1471.311157,190.767319,611.549988,1497.524414,384.826111,625.354675,1439.128906,497.020538,593.368469,1411.660522,635.819580,449.331299,1407.253052,675.713074,513.491333,1370.664795,771.537781,414.196777,1417.721436,-105.226326,489.301147,1041.082520,-4.519822,706.821106,1077.225708,85.068764,706.494385,1082.382080,177.284668,494.318176,1027.093994,-118.448761,501.980438,720.502136,-82.072952,565.814331,516.619751,,,,-47.542877,657.009644,78.457771,8.729941,694.940613,34.853008,,,,194.744690,537.156799,610.818420,182.922836,595.908691,516.270508,185.655273,631.938782,262.376068,164.571060,673.412842,80.939049,104.805290,725.505615,34.164341,156.877548,464.952789,32.478790,27.093626,201.946304,1372.937988,35.390270,87.404846,1309.016602,28.115223,40.093204,1127.666870,21.729496,230.020096,1119.580933,-68.437241,245.033493,1288.828735,-98.279671,162.325607,1371.971313,-204.130035,176.826691,1360.739868,-379.806824,139.650665,1355.397217,-602.807617,57.179615,1360.187378,-605.012329,122.543106,1354.012573,-672.946960,98.035492,1377.206665,149.270126,179.498138,1372.366089,347.733215,156.864960,1378.166992,438.352051,139.380951,1370.152832,658.450928,47.372772,1409.201660,653.374207,114.052147,1400.674072,724.169617,98.181099,1422.043091,15.638556,39.653542,923.950439,-25.567013,224.419312,979.449158,77.137009,220.482010,977.939209,-140.509750,113.094170,695.572815,-92.022278,152.909393,452.931152,-90.225754,162.458847,332.528351,-49.743347,203.506393,71.830597,-14.529701,241.648376,129.056778,-42.224300,53.216797,42.711819,155.313904,118.481476,580.989380,136.278671,145.988800,456.930023,136.014496,191.328796,220.772690,99.415855,209.317230,72.795197,71.056061,241.138519,136.313202,61.582897,54.639709,44.149014,-90.523476,593.004395,364.852173,-82.890251,445.895813,30.452747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,33.652950,661.728638,1503.486694,32.397034,504.155640,1423.344971,33.487942,433.857971,1233.386719,38.084217,740.440857,1318.854370,-103.363091,717.356750,1422.417603,-111.996689,613.811951,1501.280884,-235.091843,646.360474,1467.954102,-427.480255,583.285095,1457.282471,-580.250610,433.807770,1442.200806,-611.698669,508.146301,1414.240479,-713.477417,420.653656,1471.578247,190.659866,611.193176,1497.484863,384.810333,624.996582,1439.088745,496.770996,592.802246,1411.530884,635.658691,448.883820,1407.318970,675.526550,512.990479,1370.624512,771.369019,413.715698,1417.830200,-105.426697,489.008484,1041.128540,-4.691942,706.505798,1077.202759,84.910782,706.249878,1082.366089,177.262054,494.065887,1027.116455,-118.268631,501.580292,720.300293,-82.089569,565.723450,516.588562,,,,-47.414860,656.999939,78.484375,8.730058,694.945496,34.843346,,,,194.518753,537.017944,610.736877,182.818817,595.844055,516.221436,185.621506,631.893555,262.353912,164.547974,673.391479,80.931129,104.841812,725.573547,34.169746,156.863083,464.977753,32.452183,27.084429,202.034500,1372.803467,35.450012,87.717171,1308.977783,28.093252,40.188976,1127.708252,21.780586,230.194107,1119.554321,-68.410049,245.268417,1288.809937,-98.265343,162.644730,1371.941284,-204.084641,177.094604,1360.756714,-379.826874,140.028595,1355.502197,-602.874573,57.689056,1360.336670,-605.015991,123.044281,1354.190063,-672.947205,98.612724,1377.398560,149.208496,179.634979,1372.354004,347.625305,156.915192,1378.441528,438.240295,139.380447,1370.450195,658.283020,47.294460,1409.818237,653.268250,113.984375,1401.175659,724.107910,98.109039,1422.477905,15.603693,39.676540,924.052734,-25.573225,224.451889,979.370789,77.175362,220.532928,977.873230,-140.481781,112.975288,695.584961,-91.995361,152.750351,452.911346,-90.168037,162.371002,332.479736,-49.720627,203.526123,71.910156,-14.542982,241.638626,129.078018,-42.286636,53.301334,42.802021,155.272354,118.363266,581.002502,136.243683,145.883881,456.917206,136.060654,191.244781,220.726974,99.408905,209.335770,72.799484,71.053642,241.102676,136.312500,61.603088,54.617393,44.166416,-90.537781,592.987366,364.814545,-82.889511,445.913513,30.441044,-5.404279,-30.821562,2.074242,-44.322388,-22.661686,-16.283989,-7.032603,-12.671947,-6.723404,-9.802729,-28.192997,1.311302,-8.349866,-32.633545,1.251698,-6.996095,-35.279991,-1.609325,-3.488362,-35.250187,8.845329,-4.947186,-47.039986,19.669533,-1.186132,-57.503582,12.576580,0.494719,-51.867962,31.697750,7.647276,-72.962044,26.702881,-10.745228,-35.679340,-3.957748,-1.579523,-35.804512,-4.017353,-24.953484,-56.624413,-12.969971,-16.087294,-44.745209,6.592274,-18.650293,-50.085785,-4.029274,-16.874075,-48.109890,10.883808,-20.037592,-29.265881,4.601479,-17.212051,-31.530857,-2.288818,-15.798211,-24.449825,-1.597404,-2.261996,-25.230646,2.241135,18.013269,-40.012596,-20.182133,-1.661479,-9.083748,-3.117323,,,,12.801588,-0.971556,2.660602,0.011642,0.488758,-0.966340,,,,-22.593140,-13.887882,-8.153915,-10.402500,-6.467104,-4.905462,-3.378093,-4.518032,-2.214313,-2.308190,-2.139807,-0.791997,3.652275,6.794930,0.540540,-1.446903,2.494454,-2.660975,-0.919774,8.819998,-13.458729,5.974248,31.232088,-3.874302,-2.196990,9.576977,4.136562,5.109049,17.401577,-2.670288,2.719462,23.493172,-1.883507,1.432747,31.912327,-3.004074,4.540384,26.792288,1.692772,-2.005696,37.793816,10.502338,-6.693602,50.944092,14.925003,-0.363588,50.117821,17.750263,-0.023842,57.723373,19.192696,-6.163120,13.683737,-1.204014,-10.791421,5.023181,27.453899,-11.175871,-0.050664,29.730797,-16.790628,-7.831306,61.666965,-10.591745,-6.777048,50.151348,-6.169081,-7.206202,43.487549,-3.486313,2.299994,10.228157,-0.621378,3.257394,-7.838011,3.835559,5.091727,-6.598234,2.796948,-11.888146,1.215935,2.691895,-15.904009,-1.981854,5.771965,-8.784235,-4.860759,2.272055,1.972914,7.955730,-1.328066,-0.974536,2.123415,-6.233528,8.453801,9.020045,-4.155934,-11.821091,1.311302,-3.498793,-10.491907,-1.281500,4.616380,-8.401275,-4.570186,-0.695139,1.853704,0.428408,-0.242144,-3.583729,-0.070035,2.019107,-2.231449,1.740083,-1.430511,-1.704693,-3.761053,0.073761,1.770258,-1.170300
3,0,33.576611,661.427063,1503.486572,32.253582,503.902191,1423.348999,33.501778,433.769623,1233.273438,37.971584,740.106567,1318.857178,-103.440170,717.049072,1422.421265,-112.027763,613.498535,1501.256104,-235.106293,646.051392,1468.030762,-427.528046,582.810486,1457.444580,-580.182251,433.279541,1442.378174,-611.706177,507.594635,1414.516357,-713.365845,419.971436,1471.824585,190.546722,610.891663,1497.464355,384.668457,624.688782,1439.029419,496.728546,592.462952,1411.577026,635.477539,448.399872,1407.356567,675.343018,512.455688,1370.620117,771.105896,413.118378,1417.918945,-105.597847,488.743622,1041.163818,-4.852278,706.208618,1077.144897,84.770752,705.990540,1082.368408,177.127289,493.843506,1027.130005,-118.159439,501.213959,720.183228,-82.154541,565.606506,516.568176,,,,-47.509819,656.993286,78.488945,8.714213,694.936218,34.860439,,,,194.412628,536.917664,610.679749,182.753357,595.757813,516.165710,185.581451,631.887878,262.401215,164.525253,673.402832,80.952293,104.803513,725.498169,34.131924,156.864792,464.984528,32.453472,27.115416,202.119049,1372.705200,35.383484,87.808197,1308.920044,28.091183,40.358307,1127.700684,21.868229,230.377625,1119.538818,-68.381996,245.511292,1288.765503,-98.283401,162.882462,1371.924072,-204.100922,177.406799,1360.797729,-379.831512,140.431152,1355.593018,-602.901917,58.179821,1360.469482,-604.996765,123.528511,1354.347290,-672.936462,99.164162,1377.575562,149.334137,179.773331,1372.426514,347.519043,156.921906,1378.698608,438.150574,139.361084,1370.730225,658.082703,47.191544,1410.399414,653.142212,113.901657,1401.704346,724.015503,97.975937,1422.961182,15.543718,39.639454,924.081238,-25.570606,224.503860,979.288757,77.192429,220.555008,977.786194,-140.418930,112.830940,695.582642,-91.977608,152.630341,452.918762,-90.109314,162.349380,332.498718,-49.699314,203.534500,71.933167,-14.528514,241.601471,129.065628,-42.308769,53.216892,42.741436,155.204315,118.218040,581.015198,136.213638,145.766037,456.924957,135.967712,191.171783,220.771942,99.422699,209.317978,72.794739,71.058952,241.082748,136.320862,61.580982,54.629333,44.135777,-90.542068,592.899475,364.791168,-82.863350,445.919098,30.416737,-7.633865,-30.153990,-0.011921,-14.344975,-25.343895,0.405312,1.383573,-8.836389,-11.336803,-11.263042,-33.426285,0.286102,-7.708371,-30.767918,0.357628,-3.107637,-31.346083,-2.479553,-1.443923,-30.905008,7.665157,-4.780293,-47.463181,16.212463,6.836653,-52.821636,17.738342,-0.751019,-55.164101,27.585030,11.157990,-68.220497,24.628639,-11.314451,-30.153990,-2.050400,-14.185905,-30.779839,-5.924702,-4.246831,-33.926964,4.613400,-18.113852,-48.395992,3.767014,-18.352270,-53.477287,-0.441074,-26.315451,-59.729813,8.869171,-17.114729,-26.485325,3.528595,-16.033604,-29.712915,-5.793571,-14.002621,-25.933981,0.226498,-13.476610,-22.238493,1.358986,10.919571,-36.633015,-11.706352,-6.497651,-11.694431,-2.038479,,,,-9.495765,-0.667572,0.456721,-1.584459,-0.929832,1.709536,,,,-10.612607,-10.025501,-5.716085,-6.546080,-8.624792,-5.573034,-4.005432,-0.572205,4.729629,-2.272427,1.138449,2.116710,-3.830343,-7.539988,-3.781915,0.171363,0.679493,0.129268,3.098696,8.454919,-9.822845,-6.652623,9.103119,-5.781651,-0.206940,16.932934,-0.751019,8.764304,18.352270,-1.549721,2.805144,24.287403,-4.434586,-1.806021,23.773312,-1.728535,-1.628697,31.219423,4.100800,-0.464916,40.255486,9.071827,-2.735853,49.076603,13.279915,1.925230,48.422813,15.723705,1.078844,55.143238,17.690659,12.563169,13.835728,7.247925,-10.627508,0.672042,25.701523,-8.970499,-1.935661,28.014183,-20.027161,-10.291487,58.114529,-12.606382,-8.271635,52.869320,-9.244680,-13.309717,48.327446,-5.997531,-3.708527,2.855062,0.261888,5.197525,-8.201599,1.706183,2.208352,-8.702278,6.285310,-14.435500,-0.232458,1.774728,-12.001395,0.742078,5.872548,-2.163649,1.898408,2.131238,0.837445,2.300739,1.446810,-3.716350,-1.238286,-2.213567,-8.444116,-6.058440,-6.803870,-14.522672,1.269579,-3.004074,-11.785328,0.774860,-9.293854,-7.300079,4.495680,1.379848,-1.779199,-0.474602,0.531226,-1.993775,0.835955,-2.210587,1.193956,-3.064051,-0.429153,-8.785725,-2.339482,2.615899,0.557303,-2.430752
4,0,33.504063,661.103577,1503.476440,32.135891,503.728973,1423.285156,33.487282,433.593231,1233.141846,37.905651,739.806030,1318.855469,-103.479080,716.754272,1422.403809,-112.051033,613.196228,1501.223022,-235.119461,645.781067,1468.077515,-427.543488,582.363342,1457.568359,-580.080566,432.688080,1442.521851,-611.712036,506.999268,1414.775635,-713.227173,419.274353,1472.121216,190.437653,610.574219,1497.404785,384.584961,624.450439,1439.003174,496.562012,591.939514,1411.578735,635.276611,447.878540,1407.348511,675.257080,511.905731,1370.672974,770.819580,412.445618,1418.064331,-105.675468,488.419434,1041.168579,-4.975842,705.910889,1077.099243,84.560226,705.664673,1082.256714,176.398727,493.996765,1026.869263,-118.209282,500.980499,720.182800,-82.166519,565.517578,516.549805,,,,-47.488380,656.974854,78.498230,8.746631,694.922913,34.876522,,,,194.339767,536.813293,610.675049,182.687363,595.645935,516.152161,185.560059,631.857910,262.406036,164.498856,673.383911,80.936272,104.799202,725.490295,34.128696,156.847305,464.986389,32.457668,27.071577,202.523224,1372.890991,35.210819,88.048134,1308.896484,28.074377,40.471241,1127.735352,21.972122,230.515640,1119.517212,-68.352234,245.762146,1288.704102,-98.267365,163.175995,1371.908325,-204.087662,177.749390,1360.792847,-379.807709,140.802124,1355.620605,-602.983887,58.547817,1360.646484,-604.981323,123.957916,1354.453491,-672.922302,99.670044,1377.723633,149.181824,179.936829,1372.358521,347.408691,156.956787,1378.923462,438.071411,139.362854,1371.032227,657.884277,47.080036,1410.941162,652.996460,113.804848,1402.304688,723.938843,97.811188,1423.457764,15.527116,39.624008,924.266357,-25.507410,224.535873,979.218262,77.252495,220.564804,977.724426,-140.360352,112.698608,695.592468,-91.931862,152.518112,452.912933,-90.052483,162.267532,332.498535,-49.685410,203.491379,71.900925,-14.531534,241.568924,129.073853,-42.245037,53.231544,42.726143,155.133179,118.055954,581.019470,136.157684,145.611099,456.897491,136.011536,191.071075,220.806915,99.414055,209.308563,72.811501,71.100700,241.040192,136.337448,61.581188,54.610584,44.166546,-90.587128,592.817932,364.829132,-82.853180,445.900604,30.391321,-7.255003,-32.353401,-1.025200,-11.768937,-17.321110,-6.389618,-1.449510,-17.637014,-13.148785,-6.593391,-30.052662,-0.166893,-3.890693,-29.480457,-1.740456,-2.326816,-30.225515,-3.314018,-1.317263,-27.036667,4.673004,-1.543760,-44.709442,12.385845,10.168552,-59.145691,14.364719,-0.584126,-59.539078,25.928020,13.870001,-69.707634,29.671192,-10.906160,-31.739473,-5.948544,-8.350611,-23.835897,-2.622604,-16.653538,-52.344799,0.178814,-20.092726,-52.133202,-0.810623,-8.594990,-54.997208,5.280972,-28.628111,-67.278740,14.543533,-7.762015,-32.418968,0.476837,-12.356416,-29.778481,-4.565716,-21.053106,-32.585861,-11.169910,-72.856247,15.327334,-26.071072,-4.984438,-23.347139,-0.047684,-1.198053,-8.893013,-1.835823,,,,2.143905,-1.841784,0.928342,3.241748,-1.329184,1.608208,,,,-7.286668,-10.436773,-0.470877,-6.599724,-11.181831,-1.358986,-2.138317,-2.992153,0.479817,-2.640486,-1.895428,-1.602620,-0.430644,-0.786781,-0.322983,-1.749396,0.184774,0.419468,-4.383922,40.416420,18.572807,-17.266720,23.993105,-2.348423,-1.680665,11.293591,3.468990,10.389276,13.801455,-2.157688,2.975762,25.084614,-6.139278,1.604110,29.353798,-1.573563,1.326203,34.259258,-0.488758,2.381206,37.097931,2.765656,-8.195639,36.799534,17.702579,1.543760,42.940678,10.609627,1.412630,50.588696,14.805794,-15.230476,16.349554,-6.794930,-11.035800,3.488362,22.482872,-7.918477,0.177324,30.195713,-19.842386,-11.150911,54.168701,-14.573336,-9.681284,60.033798,-7.665157,-16.475470,49.650669,-1.660176,-1.544505,18.507242,6.319769,3.200769,-7.051229,6.006658,0.979006,-6.175041,5.857646,-13.232976,0.983477,4.574656,-11.223555,-0.584126,5.682558,-8.183718,-0.017881,1.390278,-4.312396,-3.223866,-0.302028,-3.254414,0.822544,6.373227,1.465157,-1.529232,-7.113814,-16.208738,0.429153,-5.595386,-15.494227,-2.744794,4.382432,-10.070205,3.497303,-0.864267,-0.941753,1.676381,4.174561,-4.255772,1.658499,0.020489,-1.874939,3.077090,-4.505366,-8.159876,3.796816,1.017004,-1.847744,-2.541579
